Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6
55875,4649,1027,2166,923,1981,2505,2784,4264
55876,4606,2249,1585,3512,3970,3224,2311,3218
55877,4311,419,76,4795,4354,4733,3990,540
55878,865,4286,3583,1488,4669,4141,3973,3674
55879,1955,2033,3621,1443,2090,3564,4870,4722
55880,4051,439,3690,2675,1615,4361,4773,3775
55881,3150,4282,2544,1567,2904,657,2914,1647
55882,4600,1570,3173,301,747,2101,4417,2500
55883,4757,139,531,1721,4968,956,1700,1341
55884,742,2570,771,4515,3953,1832,972,554
55885,4652,4797,3775,680,458,4621,697,2046
55886,3669,1298,4614,1391,3579,564,1932,2842
55887,4758,3101,864,3236,802,2914,171,4177
55888,4722,1027,4116,1688,623,2521,1091,3225
55889,330,1247,2856,4979,579,1918,3595,3039
55890,3234,4102,3907,3740,2722,3345,233,2611
55891,1283,4939,613,2174,1022,223,1225,4160
55892,3778,4625,4820,665,301,3274,1642,688
55893,809,1101,299,2369,2084,2095,3637,4271
55894,2808,610,2750,440,2131,4040,33,1408
55895,3240,4629,2833,4034,4409,2883,367,2835
55896,4112,4424,472,2348,3941,3705,4557,73
55897,4518,4926,2258,2614,1546,3679,1258,4807
55898,1722,2269,3474,2569,1408,1615,69,2062
55899,4673,2741,4740,433,3000,2701,3223,2267
55900,3768,4663,1832,1319,1907,919,3502,1157
55901,1766,2577,2827,319,3332,202,4716,3872
55902,4561,4325,2176,612,4990,4175,1913,2999
55903,2071,4220,1570,2528,377,2458,2284,2438
55904,2808,1112,3748,261,4368,1028,2015,2585
55905,95,2684,2543,1416,2294,3725,2012,2372
55906,2562,79,454,1670,2996,648,266,1739
55907,496,2813,4293,2179,2639,2646,828,2200
55908,1838,468,306,4785,4051,297,4324,1750
55909,4096,3919,2628,4568,3406,2040,4758,128
55910,4636,1588,3616,2262,3404,2498,2692,2782
55911,1963,2434,486,2339,4136,1087,850,3252
55912,4130,2988,1500,2465,251,2886,3712,3637
55913,1510,4598,4868,849,598,3326,233,2085
55914,1604,2987,3358,3599,1347,2387,2082,2605
55915,3382,1070,970,3923,1155,1904,3867,316
55916,1773,2156,817,4254,227,4519,2172,4467
55917,2191,3144,3571,3867,3432,720,3981,4855
55918,3555,2782,561,4874,156,2675,4027,1516
55919,3084,1431,1164,558,1988,3762,4982,4147
55920,308,4587,2226,2775,120,1846,558,4072
55921,2239,3902,1702,2348,4068,434,1982,3219
55922,1417,1868,4463,3989,706,4691,2517,4069
55923,4218,3655,4966,3983,766,1396,2249,3411
55924,4345,2831,2310,4140,1829,120,4785,109
55925,2050,2882,607,1324,1343,3615,1742,2268
55926,609,1074,4981,299,1948,917,3049,1717
55927,4967,4321,2616,955,2259,2755,2863,2892
55928,1953,1228,2275,3907,3760,348,3353,754
55929,1129,328,4250,1858,3037,1130,3302,4562
55930,4016,3425,89,2169,1510,2437,1212,2139
55931,2225,4563,84,1007,2020,790,3368,583
55932,2246,4042,2856,1016,1447,1750,3858,4454
55933,249,4086,4031,2730,2484,1718,3010,4464
55934,261,727,4875,193,3875,3910,3737,4184
55935,2089,3649,456,2291,4899,2616,2747,4842
55936,849,3509,1043,3136,3855,2105,94,1276
55937,362,4080,3624,1744,255,4408,1781,4508
55938,907,309,4600,532,1326,3199,2148,811
55939,4963,3528,226,4174,2432,4945,2806,4395
55940,1002,1327,1783,1333,882,1360,1573,2280
55941,510,2494,1074,1341,2935,3020,3409,2215
55942,1870,2044,2271,3670,3615,254,4703,2079
55943,1297,4457,1911,2064,4350,442,167,2608
55944,4620,2497,4976,1569,492,3718,1605,2872
55945,144,121,961,2667,4623,4001,1278,4183
55946,2951,3721,3247,1501,2145,3120,58,1478
55947,70,1435,4018,2130,4680,915,1781,1805
55948,3244,3522,2616,4556,1160,669,4835,4455
55949,1418,1182,624,649,4268,3321,573,104
55950,2055,703,1143,2135,443,3577,4371,4420
55951,2264,4453,4166,4934,2893,4716,2433,4427
55952,2679,568,4773,2243,4344,4113,1280,785
55953,2925,1729,3353,4995,1975,4300,811,1749
55954,611,4444,3201,3411,3486,975,1372,1853
55955,485,3379,2,2795,271,4876,4765,1771
55956,2469,339,566,2108,3277,1159,3626,2730
55957,2773,3933,75,2261,345,3071,3538,1974
55958,261,4677,1503,3449,4427,4370,4997,3822
55959,1810,4343,3922,685,3070,1210,4021,2321
55960,3371,2198,1970,1050,4614,2485,3334,2144
55961,3298,2596,3480,4384,2675,4757,336,1929
55962,1727,451,163,3279,4120,609,3145,842
55963,4478,2253,3959,4684,248,1095,4419,4487
55964,4296,1783,4106,3205,1897,4685,3503,4534
55965,2538,175,3675,3261,4693,1221,4051,559
55966,605,1729,3008,3211,3421,786,4865,4772
55967,765,4003,1752,2456,434,535,3845,4257
55968,4423,3852,1724,4832,54,295,2805,4419
55969,4494,85,22,56,1473,75,1522,1560
55970,409,4789,2278,3707,1925,979,257,97
55971,2936,1604,2907,2068,249,4751,3566,4764
55972,2948,813,4843,3270,3470,4448,1629,1899
55973,4592,4361,744,922,16,231,2140,2892
55974,508,2726,3321,2500,491,642,3071,74
55975,614,3493,2876,182,3928,139,3584,2546
55976,237,1625,3061,493,1988,2943,2006,2863
55977,3903,2987,4442,2113,4176,1222,3892,4351
55978,3116,3157,3887,641,4342,88,3666,4015
55979,2790,2259,2008,306,2842,870,694,738
55980,2369,814,116,3103,2301,4760,3375,3196
55981,3855,1620,2479,4782,1112,2326,1237,898
55982,3114,4643,4491,3603,3933,4896,2854,1124
55983,4480,2615,2148,3340,1021,4409,3017,16
55984,4946,4432,3046,1341,2238,906,2039,1975
55985,1105,3343,656,1115,3134,1623,316,75
55986,596,2119,4855,893,4478,2295,4012,3980
55987,1662,1072,4727,535,1703,4746,4634,2602
55988,1368,210,4176,519,1681,1822,2814,2773
55989,4303,3474,1612,3107,3318,4522,358,934
55990,4193,4657,4406,3530,1449,1903,1450,4214
55991,4027,4635,3882,4463,1002,1669,1146,3916
55992,1411,3612,1884,514,3407,1109,1223,4253
55993,1920,3629,2884,1210,1581,2053,2890,721
55994,4042,3536,4003,1781,571,2831,3997,3009
55995,2305,2918,431,488,1522,1377,1568,4170
55996,2301,1433,847,2460,3483,1893,4049,1937
55997,3060,2533,105,3170,3021,3601,693,3443
55998,2674,694,602,3417,281,358,3825,1517
55999,906,2967,3674,714,3581,2685,3542,659
56000,3939,572,3052,3475,4716,1419,3145,2915
56001,166,1063,1352,3501,238,1006,2242,882
56002,3192,1403,4164,1169,1701,593,2093,2587
56003,4432,2099,1736,1034,3085,4193,3783,4406
56004,4631,4085,3536,4860,2356,4324,1582,752
56005,4958,2693,222,4222,4723,2160,4143,2471
56006,2764,2163,3754,417,4050,3521,168,2963
56007,2915,3535,2775,358,3188,3065,1623,2883
56008,4147,3156,1587,1951,1742,66,305,1914
56009,718,2789,4161,3771,1434,661,4378,1970
56010,3600,2966,1611,1759,3261,2284,151,1564
56011,721,4823,300,197,3612,2201,1024,965
56012,2509,4703,3969,3556,965,3269,568,3198
56013,4219,987,1638,4926,471,2764,3424,2777
56014,2794,627,4750,3060,3539,4020,4898,1410
56015,4713,2494,4883,2409,423,3027,4434,1308
56016,2482,2732,2300,4580,1675,3055,3319,879
56017,3373,1709,7,2485,3182,2944,2632,454
56018,2142,731,2591,3258,4888,2304,1884,4897
56019,4826,2469,4459,1751,4560,1621,3634,2559
56020,4577,632,891,2452,448,55,1663,3547
56021,425,4781,2336,2046,1681,778,429,3236
56022,2757,4260,4944,74,3813,2044,4829,3743
56023,4743,292,1292,4954,3590,457,1271,882
56024,2240,4409,2439,155,1990,2820,180,1199
56025,2377,4124,3244,1584,4457,2029,4828,1978
56026,873,4651,4264,1637,2230,1896,3518,3444
56027,2100,2495,2923,400,657,1034,1423,3478
56028,3228,2485,387,710,2111,2300,2226,309
56029,393,2674,3320,3419,1876,3658,3495,1517
56030,857,1911,1404,4902,3864,3110,120,3679
56031,2011,3716,2296,2792,1280,1701,3607,3406
56032,426,3417,2735,4099,2210,533,4737,4224
56033,1301,2576,1848,3743,1071,1545,16,2782
56034,3251,3155,2484,4568,2987,1469,2451,769
56035,3812,4841,722,670,2584,4237,4457,4700
56036,36,1634,2721,2919,4111,4977,1253,1864
56037,320,4300,1734,2441,4702,3663,4876,1537
56038,2604,2663,3509,3998,2111,555,2142,4595
56039,3944,4934,2853,4832,4229,1844,1963,427
56040,3353,4339,3816,4920,4686,587,1139,3483
56041,2392,2720,4753,3569,4901,4214,3594,3034
56042,1253,3354,961,3551,2181,861,3224,3156
56043,107,1609,4467,1531,4244,1105,2408,3859
56044,1292,613,1450,2562,4796,4497,799,904
56045,4236,4851,2449,3198,2400,136,1889,4899
56046,3509,1612,4757,955,888,2107,4525,2904
56047,932,2519,2370,4778,2880,2398,1772,4161
56048,2403,427,1754,1000,2343,2202,705,775
56049,555,4834,2631,4028,2461,48,161,1688
56050,3561,414,2794,3249,3571,1938,2123,1920
56051,2110,4765,206,2532,1553,1792,4075,1531
56052,2679,2808,4973,688,4403,4358,3606,1066
56053,2306,2248,4726,1755,370,972,57,361
56054,4454,2918,3808,2525,1381,1293,3887,2474
56055,3886,3937,4314,4410,3488,1225,2388,142
56056,3795,4049,2300,1072,1320,4994,2661,915
56057,4720,347,2588,3705,2065,3386,1688,729
56058,4444,293,2709,2837,1187,242,548,1255
56059,3118,2387,2407,810,3752,3191,4832,842
56060,1138,4883,1714,3324,2489,3044,4813,609
56061,3496,1261,3780,674,1111,4626,1104,1181
56062,3849,784,3267,4051,1057,1364,1963,866
56063,1817,3680,1765,4716,4069,2487,3595,2981
56064,1491,4113,3639,1612,1841,4004,2087,1544
56065,3287,1078,481,1530,1690,493,2017,3451
56066,768,1140,4901,3599,2829,1963,172,1489
56067,2216,89,2864,1756,2672,4236,1156,3854
56068,3553,2254,2135,889,25,1843,1539,841
56069,3408,3549,873,3640,3029,4659,3639,4927
56070,2011,3073,432,1734,2558,657,1737,4764
56071,4191,1630,2313,2505,2983,3361,2296,433
56072,1899,816,1545,2910,1434,830,3060,939
56073,2308,439,1622,2805,4389,3399,995,4541
56074,4750,3990,1820,571,2678,754,1445,1712
56075,4105,4650,3587,1970,1338,2150,214,633
56076,470,2617,1056,1089,2477,3432,1507,1676
56077,2869,1805,3596,85,1128,4555,674,806
56078,1519,1043,3778,4970,3889,4377,3626,3614
56079,4385,3921,4996,3627,3668,3589,2426,2699
56080,1714,1591,2305,1787,1029,1372,275,3785
56081,4199,428,2356,4187,815,1152,1066,4162
56082,3457,4338,1077,3998,2597,1508,3033,305
56083,1297,2220,1228,2558,562,445,1204,2409
56084,3334,4252,472,2808,2269,1188,1140,1635
56085,746,2543,1973,256,4478,919,2828,145
56086,2617,1310,3422,3577,4996,2065,3107,3791
56087,4703,4305,4055,1058,2033,3036,4720,34
56088,745,275,589,3056,3162,3495,1703,4656
56089,2142,3650,2994,3251,3404,1097,2836,370
56090,3568,65,4812,3724,475,3029,2820,2546
56091,2436,2685,4366,3177,3707,1592,1570,4903
56092,1163,4560,3523,1837,2965,1815,3467,3822
56093,3073,376,823,4171,764,1344,1003,263
56094,2531,384,462,3065,2900,4865,2798,2574
56095,4988,4204,3876,1683,2965,2150,3641,2327
56096,3311,1171,345,1865,180,4927,2526,3149
56097,131,3164,3213,716,4646,4075,2740,2804
56098,3834,2042,3745,1337,4294,432,755,2045
56099,672,704,3756,2652,2694,3226,3893,3141
56100,2459,3435,4680,170,3063,4717,674,4261
56101,933,1848,1578,368,1357,2315,237,3065
56102,2199,139,4917,2536,1030,3692,318,3429
56103,1279,1180,3817,3231,3603,1687,2582,1417
56104,4492,1363,1152,33,2807,3939,612,4591
56105,873,2394,2770,4404,1771,4768,571,2135
56106,4655,664,2081,2940,199,2816,2182,4991
56107,524,4768,1096,1337,2718,3191,973,4648
56108,2606,2297,3886,2842,2775,4180,3113,3118
56109,2800,4457,1368,3038,3153,3628,4786,4930
56110,2050,2094,1689,3012,1311,818,3997,3663
56111,3535,3890,4963,422,3681,2557,2874,1003
56112,2090,632,499,444,1749,4396,4534,416
56113,2454,3326,2534,2722,4388,1074,2487,1285
56114,4414,383,4971,1515,4131,3133,2584,1816
56115,2622,4493,4041,3230,463,3021,3877,1238
56116,2299,4975,1702,2540,2567,2863,374,1280
56117,2053,2710,2159,980,424,4425,4800,1617
56118,725,3401,3861,948,1772,2732,449,2900
56119,4603,686,885,1684,3512,2571,2047,4328
56120,788,1853,4504,3710,2674,2137,647,1748
56121,358,4396,357,587,3676,2240,2251,3790
56122,2211,4917,427,3927,2098,2010,1082,2982
56123,2557,1200,2690,3483,2917,566,4165,2044
56124,3970,4374,1831,4112,101,3720,3693,4149
56125,2603,3229,1362,1003,3984,4788,743,560
56126,4759,744,3719,798,4715,3437,3266,2701
56127,1511,1204,4038,3526,3917,945,3329,2138
56128,1832,659,2900,321,1593,1893,1324,2238
56129,1935,884,4647,2910,2736,3171,1600,2433
56130,4232,1458,741,4611,3082,3306,1354,4766
56131,4599,2220,1522,1540,4086,104,2381,2435
56132,1643,2352,2136,3714,146,1505,4098,4714
56133,1242,1873,175,3553,3212,1752,608,3718
56134,3840,3175,943,749,351,727,2844,1069
56135,4260,4738,4568,4493,1383,558,4067,1656
56136,4982,3015,2279,4185,318,605,4073,4888
56137,3386,3668,608,3274,1291,2816,2816,2873
56138,4803,4206,3419,953,4497,2021,2537,2464
56139,1012,348,3355,3045,402,4816,1777,614
56140,3405,1338,1847,4217,2136,4719,913,1810
56141,2198,672,1711,3790,3759,2579,4613,3484
56142,3119,2325,4420,1741,1870,3533,1497,3253
56143,4313,4803,3457,1989,2146,4965,8,4686
56144,3210,3148,3859,3452,4911,546,2704,2031
56145,409,72,1566,4003,4844,2098,3352,4191
56146,56,1566,97,2483,1074,1284,3765,4782
56147,2279,3089,518,1922,928,3876,4694,4763
56148,882,177,4976,4806,839,861,664,1869
56149,4266,1919,3897,4173,3048,2527,973,45
56150,888,285,1548,608,1782,2131,3349,458
56151,1896,4208,878,79,2125,677,368,473
56152,465,1782,4327,1808,1411,4051,1821,1769
56153,1793,4778,3933,599,659,1186,230,4379
56154,745,3449,112,1490,2970,1529,1684,4249
56155,4944,3822,1415,683,2074,1026,3429,177
56156,412,3030,3830,446,1361,1689,4292,4282
56157,1065,300,338,4997,274,4590,2290,2292
56158,4954,4173,4466,606,4245,4885,2685,2291
56159,83,1381,1823,1829,373,1892,65,4616
56160,3152,1951,644,3789,2519,3702,1732,1154
56161,3996,892,4437,4185,2335,1508,2535,4312
56162,649,2417,2380,4907,2549,2524,1801,4100
56163,3751,4531,3378,2433,464,1236,1421,1068
56164,3900,377,4902,3972,581,477,3067,2292
56165,2172,2576,236,2851,1724,667,4313,1697
56166,3381,3354,3466,2653,3129,3132,988,2372
56167,2096,1391,2441,3108,538,204,881,4030
56168,1277,3225,4287,2765,1055,1188,94,4375
56169,2866,4983,2718,4721,933,1970,4370,2290
56170,1689,2997,4578,1629,607,2108,1421,4150
56171,1711,2408,3161,208,4335,4461,2468,3810
56172,529,3044,2231,2223,741,4414,2666,453
56173,4332,3038,2716,1548,4732,3745,1592,4970
56174,2613,1248,3236,1228,52,449,214,3561
56175,2886,1280,4208,2297,2063,479,2553,1116
56176,3138,1773,3824,3956,3583,2615,4440,1029
56177,3223,4591,3772,854,1274,1191,2168,3533
56178,3192,2525,122,3409,2031,1641,45,4592
56179,480,2136,3284,3951,987,4527,335,4108
56180,2674,2260,2514,397,501,545,2295,4542
56181,241,4487,3924,251,4802,970,2603,4844
56182,3424,3267,4965,3036,2943,994,2133,1378
56183,3736,3411,821,283,1038,3586,164,1413
56184,3063,3756,236,64,2591,3048,698,4902
56185,2616,4968,3801,4219,1769,857,3732,3986
56186,2554,1772,3936,4793,4132,4321,2893,2356
56187,1411,1750,1420,471,1882,3082,4013,2415
56188,3633,4944,1719,3403,1901,2227,3008,611
56189,4291,2899,2044,1713,405,3834,3215,3623
56190,1969,2452,2210,4964,3719,1530,3387,1817
56191,653,4624,1941,1042,1469,4157,3648,1505
56192,2848,1426,1181,2629,1509,3482,1391,4258
56193,41,3642,2595,3877,1137,4279,198,2563
56194,838,2501,2697,3237,4372,3254,4947,3683
56195,2396,4210,1749,4639,920,4915,3356,4367
56196,2647,3481,4558,3404,3173,3389,4094,2383
56197,1906,123,2121,458,969,1275,4816,487
56198,2738,2479,319,1415,2336,2197,1218,4390
56199,4894,3113,1081,1365,3239,3005,4868,1523
56200,162,4801,1243,4217,4815,872,2743,4637
56201,3503,3476,1791,2949,1875,4242,353,1635
56202,1459,2366,1482,1998,299,4825,3084,2098
56203,1746,29,1631,4396,4616,1218,3107,3382
56204,866,1081,3776,4182,3704,3343,2436,2733
56205,2411,143,402,6,3495,2507,3715,1790
56206,3981,2471,3258,2936,4299,608,243,1641
56207,275,4077,1149,3878,86,2413,4881,2292
56208,1617,1362,928,55,2672,1031,3641,242
56209,2106,2307,125,2389,3041,1997,137,1674
56210,1519,4931,2584,2098,3742,3697,1942,2404
56211,4807,1598,729,2598,1407,2724,3401,4248
56212,4034,2095,1734,4295,3894,4736,2912,4668
56213,1139,1830,684,1171,4045,407,2062,3139
56214,267,2561,223,2289,4389,2930,3900,4080
56215,4294,4875,2377,575,1408,2778,3440,3158
56216,1394,2126,1629,4775,717,916,1901,168
56217,4518,4625,1334,3865,1227,2426,1890,4508
56218,2596,2422,4357,1858,92,3569,125,3629
56219,1572,3490,2348,1564,314,4565,2170,2247
56220,2690,4353,1553,3301,482,2163,1683,2149
56221,4506,1785,3102,1436,4451,3364,2310,3562
56222,3502,205,1244,557,4712,4783,4892,2402
56223,3513,1361,2293,2355,4816,4542,4178,744
56224,585,4134,3988,2057,3351,255,2242,709
56225,2892,1695,2184,3631,4452,3515,4967,75
56226,3987,4578,4672,4269,2815,212,4521,3184
56227,3986,3,1622,4211,51,2708,3557,356
56228,143,1572,3897,3780,2025,474,3637,4518
56229,3854,3638,1096,4492,3510,1917,777,2387
56230,1199,1902,90,780,3051,4574,4949,2744
56231,3652,1847,1971,1092,4571,2080,3289,2952
56232,2646,621,4981,3500,990,1408,893,3002
56233,4264,1743,474,1046,756,1892,846,2462
56234,4414,1833,1509,244,449,1900,1672,330
56235,4258,571,2440,4315,4303,4776,3745,2583
56236,218,2557,2017,4336,1347,3061,2395,2146
56237,3538,695,1015,4497,3464,4875,145,3369
56238,4026,4371,840,152,2485,1969,3794,1974
56239,2274,3974,3689,3623,116,4888,4627,3456
56240,2139,2546,1205,2260,4785,2786,3498,1221
56241,3930,1959,606,1302,2045,4481,901,1354
56242,2795,3207,3966,2893,3704,1126,248,4493
56243,2146,1475,877,4777,918,4560,1510,4844
56244,3513,174,3017,20,4010,204,3773,665
56245,4392,1748,494,1646,2825,2543,1751,2418
56246,51,3448,3023,4298,2997,3145,1570,3475
56247,2799,2224,4347,4936,4700,2133,1580,2968
56248,651,813,2908,3886,1843,3528,624,4458
56249,3400,918,871,2514,4433,4046,3497,1433
56250,2687,2169,1842,2376,1495,4492,361,3386
56251,199,1923,230,1253,1153,3571,3914,4123
56252,3686,2759,976,4844,3149,337,4818,3886
56253,4292,521,576,2788,4982,4480,4,3274
56254,920,3238,4799,1423,703,4062,3908,2004
56255,2110,4698,2829,2082,839,344,4721,2081
56256,2998,2317,777,2259,1246,9,3420,1857
56257,4442,792,2375,3157,529,2875,4868,4074
56258,3232,1922,4316,1000,2320,4548,622,2273
56259,3573,1625,377,3713,571,2177,3112,3604
56260,3361,1399,4591,3345,3639,4270,1295,4645
56261,2568,3603,2162,1603,729,2832,4931,4369
56262,4595,1641,3345,2592,3792,37,787,4894
56263,1576,1127,243,2876,2583,137,2888,4987
56264,2503,2183,839,532,1915,2682,285,1248
56265,281,4708,2265,1171,1946,232,4869,4978
56266,4183,1011,837,2362,2793,364,2858,1901
56267,538,4908,2186,2148,4920,3792,3154,4141
56268,1234,3994,4009,616,2322,4459,3038,1742
56269,2870,1029,1701,3012,4518,1139,4748,177
56270,2407,2529,253,1925,4243,2264,2050,4853
56271,22,3071,4150,342,4768,4039,3310,1821
56272,2566,2250,1080,2953,1908,311,1529,920
56273,3552,1855,253,1680,1254,4327,4450,2721
56274,3738,3113,1672,4127,2915,1905,624,1795
56275,4537,388,315,68,3431,788,2240,1425
56276,4845,4915,2268,2635,3242,4237,1958,855
56277,3917,3131,1987,4165,4999,2081,824,4519
56278,3260,2762,4476,626,1022,131,1961,2510
56279,3114,390,4581,2209,4718,863,1963,2798
56280,4101,1422,2112,2601,3830,3701,4841,3361
56281,1836,1032,4211,2576,522,3114,2325,4456
56282,3014,3141,178,361,450,746,491,2004
56283,850,1127,1795,188,41,1921,302,1699
56284,1445,1762,2011,1611,3554,4321,4818,1543
56285,4598,2030,458,3664,1577,3030,1560,2609
56286,870,4811,1903,1013,3449,1993,4758,3537
56287,4189,3351,3005,2171,2637,4959,288,4985
56288,2340,137,1002,1090,4010,3672,3602,1354
56289,1270,722,4663,1955,800,2557,2264,3479
56290,3140,1538,2110,4604,4693,4843,1576,4622
56291,2043,3626,1236,4698,473,4963,1792,4314
56292,184,4907,2312,3001,182,4270,1622,2238
56293,3950,4716,528,2283,4197,4868,1242,779
56294,4158,1094,1873,3685,1780,4593,1119,1859
56295,1481,3391,2952,1112,2729,4229,3150,227
56296,42,74,3028,295,4721,3214,624,1085
56297,2250,1730,976,4851,4783,4770,1252,3320
56298,2176,2979,3701,1548,4921,1263,1907,4074
56299,3425,840,838,1467,2405,1722,154,3302
56300,2792,4330,3305,3822,2831,252,919,3704
56301,4710,417,1780,3326,2102,1585,2460,4909
56302,2891,377,2006,4477,2659,4474,1525,3603
56303,2634,1168,4498,1926,4933,1687,2393,245
56304,1494,3271,1910,862,74,2935,2917,4729
56305,4606,3049,1866,4870,4859,635,2012,2850
56306,3541,3803,2731,2554,1784,3396,2683,269
56307,548,3527,1993,222,4287,3112,3526,2795
56308,2793,2306,766,973,213,2458,2920,4669
56309,531,2407,1217,1062,1466,4717,3336,4300
56310,4263,965,2505,1759,360,57,406,1597
56311,608,3062,3718,2723,3992,390,3181,4563
56312,996,1196,1637,3192,4553,3230,1353,2684
56313,3933,2814,1201,922,1131,2595,2273,1619
56314,1442,2021,3845,601,2120,3275,4243,3172
56315,1515,4000,1936,4688,1705,3606,3511,4163
56316,4861,1761,4659,4847,2592,382,870,4000
56317,3333,2862,4039,2450,4930,869,204,4159
56318,1912,3250,4060,4996,428,1067,2496,1853
56319,1711,375,1953,4419,1091,4928,2439,3717
56320,1001,1370,2400,3913,2962,2266,1895,4442
56321,1205,4495,699,3093,4633,559,3260,334
56322,4185,1787,4908,207,327,4894,3618,2117
56323,951,3464,1530,2575,1297,762,2317,4919
56324,2973,2101,3522,276,1993,472,108,12
56325,3929,3440,1270,1238,1800,2279,194,1310
56326,4775,1598,4528,3063,4776,2791,106,794
56327,549,869,3199,1650,4248,4890,3009,4390
56328,4420,4836,2405,1522,3192,4563,1880,4557
56329,4250,2699,2965,758,2443,1318,2875,1074
56330,622,1373,1171,1258,4310,2951,3906,4007
56331,566,4236,1173,4123,3109,2388,2540,1617
56332,721,3218,3650,3323,1406,713,1150,182
56333,3494,1687,3347,1508,2666,4720,4075,4559
56334,351,3758,1114,3830,2807,708,4642,2370
56335,4528,784,147,1063,1534,4957,3885,3703
56336,4702,3437,4696,4270,234,4188,3398,1261
56337,3301,2518,4745,813,4374,3700,1449,734
56338,1881,2836,2839,1728,2574,3216,3223,1522
56339,1728,195,2875,3035,2031,2114,2963,2988
56340,1481,946,4356,3212,714,2359,25,2917
56341,1135,2346,1127,3760,3445,425,4299,4782
56342,326,454,535,915,1441,3965,1157,4372
56343,1343,4174,4792,3231,3331,3075,2605,3651
56344,604,1491,4434,153,4384,2537,647,2435
56345,480,3205,4590,4383,2621,1977,1981,330
56346,2337,1613,3058,1813,1732,4976,776,994
56347,3646,3985,4361,4904,813,2796,3139,4396
56348,3083,4325,3149,3058,1690,992,168,3936
56349,2825,3761,18,347,4482,3375,1437,1994
56350,3506,1653,1076,4794,4027,2907,2988,120
56351,4767,4640,1767,2212,4914,1813,4690,56
56352,1631,3207,3019,531,2912,2862,1048,3239
56353,510,4162,3917,3815,4324,1851,3550,2788
56354,1015,1549,3632,2713,3360,3703,4665,2458
56355,3087,4310,4509,2014,1636,666,1698,3282
56356,2062,4225,1738,121,3145,3701,58,1297
56357,4212,3032,614,252,914,3456,1597,1501
56358,4201,3506,3924,4770,4699,1419,1329,1969
56359,4280,774,2873,1768,4936,597,2000,1534
56360,4944,2285,2716,3798,4560,4502,3072,588
56361,4812,1635,747,1419,4917,1731,1368,4054
56362,1166,4460,1750,299,1873,4537,1073,4681
56363,3478,3213,4461,4704,976,4467,2098,742
56364,2038,1949,2208,4344,400,1171,2940,2931
56365,4132,1424,2268,2278,3435,4147,4144,1942
56366,902,897,3511,2457,4170,1801,2159,2315
56367,2782,221,874,2961,1714,157,3229,1138
56368,3814,134,421,484,4417,4452,3920,2210
56369,775,1463,3323,191,1385,962,967,2079
56370,3978,277,1301,4524,3621,1249,3408,780
56371,1923,4926,3576,3966,3240,4972,3116,3362
56372,3599,2440,4202,1022,1487,1764,4526,486
56373,3037,26,1958,3942,1927,1830,177,652
56374,3911,3245,319,4458,547,1138,1044,2561
56375,1135,2406,1285,4137,4469,922,3553,3973
56376,3725,3063,4742,4375,2818,3374,1161,4524
56377,2603,4320,2426,4530,1224,4439,589,4988
56378,955,1635,1770,2565,3694,196,4093,1951
56379,1076,534,3318,2881,484,4145,4223,83
56380,1670,3478,212,2670,2431,878,4618,1174
56381,3104,3446,3232,1932,3654,329,1103,391
56382,3140,3827,188,4240,1377,1892,2702,161
56383,136,309,1993,2151,2966,3728,3712,4976
56384,160,293,2711,2128,2262,985,3145,104
56385,2502,126,3242,1469,2005,3570,2972,4226
56386,3909,39,335,3896,1460,2214,4469,4795
56387,4019,1195,1467,14,2132,297,1243,455
56388,2868,4651,3953,1563,1729,3818,1154,806
56389,3947,2614,269,3712,3206,2060,2822,2635
56390,3104,3021,2833,3848,2394,434,2133,4929
56391,2380,563,2569,715,169,2354,100,2392
56392,450,1451,4761,1674,3608,3264,748,2447
56393,4315,1082,3235,2717,680,4112,4294,2445
56394,2765,736,1436,2752,856,4237,980,3154
56395,158,2403,3330,4699,784,806,11,1465
56396,2360,2392,758,3487,3632,2731,2373,458
56397,2801,2274,1826,1678,3648,4512,1196,2611
56398,3317,999,1389,2049,915,4965,3935,515
56399,4855,833,3713,3532,441,3369,3458,3752
56400,4068,4587,2664,2016,702,3890,2103,2499
56401,2622,4889,3415,2671,4578,1402,4262,1652
56402,837,2496,4888,1240,2365,1342,3288,2659
56403,295,4214,1472,4991,2961,35,408,4555
56404,4530,1212,852,872,2901,1142,1260,3931
56405,823,4378,1201,1539,3867,2145,125,3098
56406,811,1776,1304,3806,1205,4734,2026,559
56407,2496,1617,1885,1186,1789,536,2351,3255
56408,4208,4369,4576,123,594,4004,1310,4800
56409,2786,226,66,1478,1324,960,2307,1558
56410,97,3164,4995,1951,2422,4887,4400,1663
56411,1045,4398,2710,1790,2465,2299,82,572
56412,685,288,1614,2985,2654,1858,2293,4100
56413,1713,1583,4641,1375,3338,971,3942,894
56414,3946,812,3834,4,4606,977,2426,238
56415,4250,1437,4748,683,4736,3082,4582,4046
56416,1711,2185,3600,1487,4617,544,2995,4735
56417,4241,3702,2064,1079,2058,4110,3815,488
56418,4305,231,193,474,4234,2409,2000,1136
56419,741,2622,4418,1235,1151,1759,4567,2329
56420,3651,1314,4463,4494,4323,3808,1853,257
56421,4831,2035,547,2319,1897,3789,1913,3514
56422,1480,252,423,2994,3699,3777,745,396
56423,4636,2029,2616,4750,956,4167,4835,4375
56424,1833,2590,736,4901,4605,2507,2096,1658
