Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10,Exp11,Exp12,Exp13,Exp14,Exp15,Exp16,Exp17,Exp18,Exp19,Exp20
22256,1607,2681,3445,2339,1709,2617,3988,2843,4314,3235,1676,1161,3392,1893,3262,559,3105,1620,4347,4495,4525,4158
22257,1710,378,2964,1596,4425,3728,3186,1055,3677,1474,4181,2917,3916,2965,1788,2389,4632,265,3780,4904,2354,3971
22258,502,4285,4453,3244,2102,2219,2681,313,2140,3962,3593,3648,3501,1334,4131,2711,154,871,4556,3390,2921,4571
22259,1804,392,3534,1622,359,4679,4590,3657,653,3891,3180,916,2668,246,2640,1773,3470,1189,988,94,875,1201
22260,546,1172,3401,238,2167,366,2197,3453,2284,4658,109,4310,4184,2647,2014,3351,4392,1363,2211,507,4082,1899
22261,4800,1918,4027,718,3311,1839,2033,1148,1934,1470,1851,2164,75,4232,3169,2930,4566,4287,3053,2894,2913,78
22262,4784,4214,939,678,3641,1091,2780,2855,4378,725,1291,4912,443,507,4925,1080,3410,4649,4224,2224,3003,3908
22263,1485,3299,2268,2054,561,207,1539,3664,1064,3886,1701,4211,2833,3044,1430,269,292,3241,1603,540,4796,2541
22264,4476,3881,4171,1826,3347,1400,3824,310,2504,310,4218,1358,3294,3402,2869,215,3963,4352,4935,2491,4971,3932
22265,4611,4314,358,624,4786,2062,2039,2405,3818,850,1629,2637,3989,3396,4426,3866,1235,303,3363,2204,2907,2422
22266,4959,3418,2476,2390,155,94,3572,1677,2741,1535,181,290,2397,2313,4705,1934,1033,4014,1198,4871,3034,1721
22267,155,257,3233,887,37,972,3596,2153,1124,886,3135,1163,4755,1614,881,1264,1631,3773,4225,1696,689,1602
22268,2300,3443,4293,3249,920,3167,3663,2075,2410,2274,4643,799,3438,4291,3860,1084,1665,2113,1084,987,2169,4137
22269,4932,4618,672,2426,1776,3960,560,188,3925,1581,3863,1019,4761,1578,1349,944,3932,1447,3895,630,3463,2091
22270,3016,1944,4537,1843,2231,4060,4374,4099,2462,975,797,2782,35,3938,336,1662,989,3424,499,4044,1723,4628
22271,679,3755,2492,4931,2530,1597,1096,1289,2770,2139,1083,2597,4203,561,110,3282,276,2621,2209,4123,4649,3438
22272,4599,1202,1625,1998,2510,2544,3255,3933,522,486,923,3583,1609,1746,4074,3284,2622,65,4532,3180,4052,3912
22273,2387,4145,4414,1438,4932,710,4960,2943,3844,401,2506,4357,1017,1391,2760,1621,3606,255,588,2046,4202,4672
22274,3184,2534,4229,3506,4570,3776,1321,1411,57,1441,650,805,95,724,2510,3635,1951,2944,4881,3913,4742,1649
22275,666,2918,3997,1953,1544,1359,3494,576,115,4610,4767,2547,1374,1352,1038,777,2271,3467,2062,4071,2632,3167
22276,3590,911,3423,1707,4491,67,2681,4875,1760,819,3840,3000,1933,115,3455,4663,1787,3142,372,2463,2677,1833
22277,3614,4174,2865,3758,4751,718,2963,3956,2744,3641,1972,1334,3495,2105,2272,4434,310,3098,3444,2531,2055,4117
22278,4841,1388,3185,3062,439,3876,4169,873,242,3709,3566,4137,4267,550,3019,3328,781,1411,3529,1737,2646,4236
22279,2838,745,3843,4053,2634,3359,2510,4332,4076,1994,782,4370,3127,4963,3483,830,4835,1143,4114,4535,3171,3618
22280,3881,3775,1700,3121,330,2526,3822,4668,895,513,4266,1660,339,3260,4661,3675,3552,1642,4221,387,4809,3494
22281,2687,4311,1119,1128,3435,2379,4730,2129,3747,3900,4064,2424,3852,945,3948,635,3130,1426,686,1070,1256,3524
22282,1848,2646,4088,523,2238,3619,1295,2089,1209,4763,1416,3343,788,4191,1997,31,3699,4105,1785,2888,2279,2672
22283,4677,2001,2,1003,727,2735,1463,4636,3433,756,948,4211,2709,4620,427,2325,636,3588,3516,2690,322,3000
22284,4576,2541,4264,2741,3262,4679,3504,2438,2455,1694,3768,211,2040,2731,2266,4393,2843,3535,3602,58,514,4445
22285,3066,3697,421,2642,3812,1457,4831,2397,1590,2658,3100,1775,1599,932,1833,193,923,4452,842,1262,2747,1924
22286,3167,3546,4635,4552,4204,1136,1291,3085,434,4340,1171,1451,3628,1664,1761,4496,2412,4155,3737,2489,4097,1486
22287,1511,4992,3979,3058,3752,1141,3604,4696,3999,2511,2211,1386,3166,2296,3825,3302,429,656,2954,3531,996,4361
22288,3139,2910,728,3848,4100,1064,2661,3729,4749,2004,2155,3870,3515,4448,3360,739,908,3297,4285,1183,3471,1134
22289,423,4641,1788,820,557,2040,3400,3438,2172,2631,801,1687,4196,2498,3156,3174,588,4586,1955,172,3050,3104
22290,2552,4019,3705,2272,4079,564,594,4028,2164,1713,1453,4649,2244,2232,2647,3367,2180,1564,2360,3473,508,59
22291,3042,2088,1461,59,474,181,644,2027,4331,1347,4736,4194,1205,754,1147,396,2557,2443,332,2213,2666,2622
22292,2948,4553,4142,2187,1008,42,1609,404,2288,1791,3705,4180,2648,2970,139,4291,4313,2395,316,1160,4851,3709
22293,1602,1257,4345,1063,1659,180,126,3448,2649,4422,4299,3611,2597,1062,2845,823,4360,2418,4048,3137,2028,3567
22294,4986,1057,1851,3200,3290,639,2617,4742,1971,522,1133,870,2107,4538,580,4965,137,3069,2583,4189,386,1604
22295,3371,2058,1415,756,1311,2500,3427,2043,4446,2980,3120,38,4145,3669,4913,4254,1357,4663,2904,830,2869,272
22296,1576,93,2871,439,3669,863,4918,4023,3282,1340,3812,1078,3618,2547,1302,183,3290,552,2852,2387,1570,1997
22297,4367,1171,4083,1368,3031,4914,3623,4706,21,2928,3567,4999,3498,2362,3357,4976,1975,3398,3647,4313,4328,376
22298,3568,2105,2267,725,2223,2661,4312,2600,924,3107,2349,374,4765,2648,471,2948,2088,3822,1827,4888,2400,869
22299,3638,3328,4402,4696,2508,493,1103,3080,2355,927,4107,1496,2275,2455,2142,1344,2177,4463,312,2825,79,3291
22300,2691,1122,3571,4155,1534,1314,3298,648,4852,866,3850,2529,4751,580,2971,2616,3813,2981,4458,2277,3778,3721
22301,663,2955,4382,4451,3088,1067,2746,1124,1867,4527,1069,1419,2370,1227,4851,3674,2082,1064,1232,3218,851,2072
22302,3344,3725,3957,2401,4074,4526,1625,3127,1720,2839,3712,1812,353,1907,3407,729,3358,3447,481,837,3254,3772
22303,1836,4198,3706,406,882,4976,2903,498,3893,550,2439,3642,1297,4243,780,44,155,3067,936,2096,345,3165
22304,3758,1174,1052,1908,3531,524,4460,2668,4836,4193,2212,1743,813,3925,4540,263,4787,2859,2935,1910,3494,351
22305,2036,3659,862,4341,2346,960,1924,1831,50,994,127,1293,4442,3952,4300,975,850,4605,3045,4690,1611,4491
22306,1946,2110,2834,1524,1568,4384,322,2154,3565,1426,1714,3013,1497,1071,4233,470,4869,2770,727,207,3872,1100
22307,535,1237,1495,4575,1439,406,4274,902,1859,1010,1179,1257,255,2417,3351,3663,4290,1269,1621,4564,1642,2999
22308,1672,2658,4962,764,4754,1267,3420,1561,4127,1200,2731,4566,4930,1213,3248,3459,2185,3530,4600,1115,1039,4571
22309,4754,923,1250,1156,1088,4467,3421,1491,4603,1187,74,737,3128,4991,3919,4712,1714,2629,4153,936,3319,1534
22310,332,4168,3069,3593,515,2396,2479,496,2980,184,820,4628,1423,4673,1278,1693,3750,4015,3834,3717,1224,2024
22311,3227,4982,1380,2237,1963,2217,2614,1911,3342,3016,2017,2876,242,3698,3184,1773,549,3511,3334,1514,2798,3887
22312,4139,2481,4832,916,3774,1307,4822,4909,436,1426,257,771,4718,2748,2689,2967,4969,315,3886,1261,2286,2501
22313,4189,3983,594,4482,221,2205,3055,3453,4324,3202,309,2517,523,4308,2884,75,1659,4558,3308,3594,1013,4882
22314,4720,749,3320,318,582,4995,3593,4876,951,3523,4788,4114,427,1787,4181,4760,721,692,4657,581,7,3440
22315,1638,11,2944,1307,2217,1529,4993,4220,460,4752,2360,517,2586,736,3337,444,2555,3853,178,1028,1477,667
22316,4846,1012,476,76,3862,4850,2776,4877,4234,856,302,4896,4597,72,1893,4374,1825,1116,940,3329,592,3653
22317,1055,48,1469,4884,3720,3282,2537,1319,490,3216,4878,3980,4959,4084,1531,913,3630,2925,478,2691,3580,3795
22318,2993,718,1517,4899,1000,642,1670,4973,3868,4018,1792,511,1014,355,2751,4670,4693,4306,1468,4971,2617,1473
22319,4141,2797,3009,831,63,3080,1446,1461,1457,3945,469,2704,2849,670,3968,3553,1952,4586,1920,3743,3292,2909
22320,759,2635,2197,1029,3498,3407,4870,866,55,756,2663,1769,2485,4757,299,3437,3081,1480,2482,1002,1063,81
22321,1460,2564,1898,3054,883,3033,3748,4133,1835,354,2225,354,317,4666,3006,4334,3618,4162,2476,2414,4086,2889
22322,268,4979,2988,794,4749,4211,3075,1095,4009,761,676,269,4915,4692,4690,798,3042,3657,4275,4382,2357,4101
22323,2940,3273,4890,4307,4050,4617,3202,1401,2868,2442,148,711,3425,418,4445,2291,3993,4595,3636,22,4855,2111
22324,1312,1187,408,1209,2552,1291,2883,95,2864,2968,1340,3790,63,3585,4103,2737,3259,1499,1319,1678,2167,2519
22325,3567,1507,4338,1854,4787,3664,528,4574,398,1510,1066,301,1541,1658,548,2188,2789,792,3379,4159,4067,3108
22326,2005,4756,2309,104,1101,1423,3539,2691,2453,4034,3953,3603,2098,2194,2605,74,2449,3603,2935,4862,2372,3673
22327,225,668,965,1382,1336,236,2819,1007,2519,4427,3919,3377,3670,2223,4106,3649,1540,4342,2185,2288,3714,4772
22328,1587,3692,1382,717,929,151,4286,3172,2180,394,946,7,116,4893,4864,4408,2065,1641,3143,1612,2234,3157
22329,2183,2943,3199,1208,3382,3579,4808,1096,293,3771,311,424,4618,3111,4258,2014,606,645,4707,3535,723,1944
22330,1038,2567,1832,4932,1299,437,2167,431,3431,4261,11,1131,4884,1230,94,4214,217,2339,3760,1119,201,2185
22331,2918,316,4864,2182,3361,862,4475,703,3930,4355,3486,736,1125,1780,1973,1679,3693,4241,2863,2806,1277,3254
22332,3031,3557,3651,2343,2886,135,1677,4921,54,4199,4467,316,3255,3482,4638,868,4511,1212,1607,55,2062,3073
22333,1488,4424,4859,2722,1670,3079,1108,1141,3380,3360,3796,2461,3195,698,3522,3080,3115,3907,1026,2820,1473,4390
22334,205,3885,4234,3063,2766,4097,3755,3640,4138,2914,2083,3880,2609,2187,3,4779,658,4877,203,2902,3622,1856
22335,3667,2517,3223,4035,2769,4773,2921,1148,4931,3586,1425,444,2299,4304,2989,1721,492,75,4295,1970,971,1257
22336,3438,2298,3691,2037,2752,3702,4721,804,4620,2711,4242,1255,3433,4876,1439,368,2283,2614,1339,1286,3087,4775
22337,252,4364,629,4514,2188,772,4563,520,4988,3697,1736,3725,4949,954,4750,1165,3296,1511,4967,4728,113,2447
22338,4442,1387,4800,3055,230,3412,2956,544,3937,1610,2401,2899,1096,3045,4043,1902,4184,4151,1890,390,2233,3567
22339,4305,1415,2788,3767,1412,1618,1359,955,2474,511,3172,4528,2829,2088,1098,3870,1807,459,3632,1680,1006,1741
22340,4444,4207,714,954,1065,4721,1006,4983,4109,4383,1253,3161,4656,813,2626,3227,4158,570,3208,2491,4009,4320
22341,1456,4127,178,1283,3940,1563,1755,103,307,877,4474,1213,4956,4038,4270,3121,4881,2365,2444,3237,246,1042
22342,1826,2168,891,2718,3948,1974,4895,146,1104,2847,2694,1320,4467,4277,655,3921,621,2367,2382,4352,4598,2546
22343,882,1710,1363,4079,2374,502,689,1175,1883,724,628,2906,1954,1246,1711,1302,2106,4694,1292,3871,4808,1948
22344,2542,779,3754,4160,4754,3449,1089,2119,3458,492,3592,3247,1083,3416,4502,2607,4115,347,2973,4404,2996,1186
22345,1115,764,181,1341,1382,4091,3545,4335,4348,844,1641,1888,3485,1600,2187,4876,2186,3252,1596,3226,4337,4715
22346,3259,3979,2374,3512,2422,4801,2836,1229,4968,927,3973,3482,938,2191,2374,3612,316,1717,2465,2175,4429,70
22347,2909,2408,2422,3641,801,2858,4195,12,4824,1453,1486,1585,275,21,2953,111,3530,1185,477,4806,137,4118
22348,2370,1240,1862,49,3602,3283,485,488,3078,1146,4655,4173,4155,4774,3882,984,4183,4692,2954,448,3359,3663
22349,2043,1403,968,4225,4358,4796,1551,437,3831,1748,79,560,405,2910,199,1430,3580,1240,684,3062,2967,3964
22350,2382,2162,932,3501,3421,3076,2357,2629,3561,873,1418,4429,3696,3382,3545,1309,4933,1714,2632,2440,368,4563
22351,656,2088,4701,708,127,895,4107,4619,2515,1425,3419,4786,3772,2338,4271,3382,2384,1323,4438,2760,199,337
22352,1696,1171,1734,778,287,4433,1323,3291,1723,1807,3168,3952,419,1293,2945,1799,2109,365,2188,3117,1625,2830
22353,1844,3754,3647,2823,906,4361,4777,3095,4837,1417,4679,4945,3879,26,2402,1055,2748,2101,539,606,125,1945
22354,26,3546,3963,190,2121,1697,1011,1602,4920,776,2605,2458,1077,2138,3753,738,3907,2110,630,1237,1981,4087
22355,4820,2543,594,2911,4095,899,233,1441,3186,1814,3552,4127,4022,4488,1444,3561,2832,3259,87,3182,4943,2182
22356,4565,1725,3051,4288,4754,2372,2826,3335,412,2722,887,2249,3615,4607,3561,2224,2,2444,2116,4179,2271,642
22357,4792,4131,1876,1578,3047,4536,2671,193,453,750,2259,2866,3528,3631,1898,1266,796,1191,422,4348,4178,4969
22358,200,1530,260,4790,4625,279,2040,1616,3906,2889,2890,252,3173,1372,623,1582,1419,1817,4822,1063,2280,2682
22359,4338,4886,4597,3359,2958,4567,3079,1194,4690,1185,1372,1907,4354,2005,4209,1987,3929,1148,3035,2513,4300,2572
22360,3738,3166,2276,2260,624,4736,4545,2277,3446,1351,4962,1507,2826,959,2278,2778,4103,4669,3240,1289,2871,472
22361,4778,228,4853,2091,2613,3242,851,4784,622,539,1863,1568,4157,1949,3053,2818,2590,4524,1623,4425,4593,4385
22362,4570,4856,4841,1516,3869,961,4330,3095,1609,3655,2221,1003,1014,1145,1656,4757,2448,4509,4416,3331,3458,2264
22363,4229,4856,3406,2034,2837,1079,3448,534,4907,3099,2220,3441,2079,1356,2879,4776,2885,2434,3630,3101,3917,2555
22364,1454,1565,1968,794,1585,4291,2439,1533,2850,792,1423,384,1868,4110,154,2750,4363,934,754,2879,1020,4985
22365,598,2708,3927,2525,624,3261,558,2608,2344,2680,912,1116,3227,4858,3364,375,2305,4661,1754,1955,1115,3517
22366,873,264,1719,3609,312,3854,4037,2970,4719,2567,1504,2694,426,2555,4059,3211,2247,1329,2467,1656,1237,3017
22367,1453,4734,2343,2411,3356,176,2728,2599,362,2507,1231,1231,2690,4139,1712,155,3947,4034,3529,4960,226,1648
22368,2102,2349,1753,3191,4014,2647,1406,1520,4345,2082,4937,1041,2400,1558,4908,1041,2502,898,2275,1735,3849,194
22369,4357,2224,233,2007,3809,990,2695,907,728,1128,4621,1501,139,245,1443,1264,2914,3266,1296,479,2114,3519
22370,904,2828,1983,614,1589,2519,3993,2749,4988,2266,967,2990,1440,2939,2239,2700,2023,4671,1262,2247,1031,4773
22371,3257,119,4468,3758,3926,4372,724,371,3739,254,625,4858,899,2816,507,38,4168,4131,861,2585,787,970
22372,1091,3159,4641,190,3764,4109,475,133,4964,4038,4069,2313,815,4838,4333,413,1604,4253,246,678,3901,1668
22373,4399,1486,4729,2219,2814,1394,979,3735,3641,4011,4512,3521,617,4734,2315,828,3758,1100,1660,1772,1998,4322
22374,1038,4106,538,2441,3119,3742,3889,1683,112,4109,930,1231,878,2608,2478,261,2870,3196,3012,304,4508,4934
22375,1132,4281,3952,2771,4957,779,4666,4756,1295,2607,1769,4709,1918,2242,3734,4311,3270,2639,180,1935,4640,3330
22376,3782,834,3,2805,2799,785,672,776,3080,4825,259,3024,3269,4150,945,2608,4372,3642,2587,3709,3668,319
22377,90,1411,4856,1017,2150,962,4741,2743,2557,617,3385,1995,3990,1310,1673,3343,2962,1392,2127,494,3191,3798
22378,2182,2739,2571,2646,3688,257,667,4214,2834,4027,2908,1347,1037,3913,1067,40,4656,3654,3557,3873,4874,351
22379,1632,2919,2221,2632,3935,2447,24,3255,4851,2238,3705,636,1538,4863,1669,2754,2565,245,2294,3599,916,762
22380,1018,3269,1664,2575,4486,2721,32,1022,2140,2636,3039,4443,4449,1638,3538,2968,927,3423,2937,2842,4343,930
22381,348,1629,349,140,4385,2841,4343,328,2033,2654,2341,4495,4441,2570,3652,4577,950,815,4204,218,1942,649
22382,2516,4148,4001,4437,4092,3479,2108,1754,3521,769,1928,4661,873,2426,777,1050,4428,196,4293,2331,3551,1748
22383,2788,3790,4601,1000,4246,1435,678,4418,1623,792,4561,1602,4230,4379,2712,2655,143,739,225,4925,1646,3528
22384,3561,1099,838,2045,4757,1657,3334,3363,3537,228,1700,1989,4102,3015,2907,2075,3534,399,3650,3234,119,3840
22385,2100,1971,3075,1046,4733,1032,3087,3085,3316,784,3114,2261,1302,3591,4139,1967,196,2115,4330,3502,4663,1072
22386,3155,4414,3364,2009,4712,2358,695,59,543,28,3676,2852,3077,4052,4127,1695,2696,1933,4313,632,3508,4095
22387,3179,3896,1469,312,2583,215,1591,3802,9,3486,421,3787,3827,3861,817,258,4404,1376,3094,855,495,1942
22388,4970,3892,1844,1927,1438,491,1857,4000,2345,1415,439,3606,3601,1344,3382,548,3487,3660,2961,1770,2916,4142
22389,3202,1030,4236,363,4650,1130,2745,2428,4701,1915,3355,2462,617,4835,1703,621,1438,774,538,332,4675,761
22390,2345,3892,1063,1872,171,4258,1843,3454,3446,2857,2521,3884,4157,4542,1551,1709,3924,3337,4633,1810,278,1836
22391,3378,3339,2116,3686,1313,4347,1923,302,3852,2391,4704,4748,478,4769,1953,759,3569,2230,1638,4723,4251,4345
22392,4397,3561,7,2571,1065,1491,702,4065,2825,2551,4697,3832,4472,1997,3842,4735,3934,241,1164,232,4244,3219
22393,814,3221,3124,4801,2481,4604,2368,1872,1343,524,1989,1678,4648,1988,527,12,2885,434,3022,3453,3214,2910
22394,4218,1971,4259,537,3149,4077,3155,2239,3766,4684,2702,1495,1050,4510,3219,1548,4287,2827,660,4673,2030,2301
22395,3660,2156,3831,3259,2961,2231,514,1457,1117,4190,895,1326,235,4865,3775,4925,1254,2507,3952,4469,3942,904
22396,4381,4109,2325,944,4661,2977,1661,2230,2770,2251,238,727,4177,3118,4299,2603,4918,3880,2832,2271,4066,801
22397,4873,3499,22,594,4731,3218,2406,3283,130,3151,578,1024,2473,4566,3138,653,3637,4958,3233,1393,3222,619
22398,3422,4972,2301,2222,3808,3047,1405,2033,2431,125,4128,3229,4993,4112,1929,4858,4762,4197,1807,2408,4101,257
22399,4284,4568,3066,2917,2948,725,2431,596,4031,246,4875,1765,4774,776,938,4857,1708,973,1297,4668,3436,1047
22400,345,14,2065,1283,2669,726,1554,3498,2505,2968,869,2940,1151,2985,353,4955,388,2507,240,238,4069,696
22401,4504,669,1969,3840,3350,2894,4717,1202,3935,2674,2642,4638,65,4937,552,2422,1297,2747,2682,4451,2444,2138
22402,1765,3921,2471,1460,649,2605,1200,4286,873,2088,1444,941,1187,4420,2589,4778,4481,1261,3131,1820,3855,4924
22403,1716,483,1336,1579,2727,2268,4054,2453,3424,3826,3925,2749,2110,1039,2585,2708,2217,2380,3368,1590,855,4531
22404,1435,2806,170,256,2685,1625,2982,4726,1077,1865,1280,1404,2515,402,3927,195,3109,1646,4611,504,3323,934
22405,2434,330,3445,4047,3361,4374,2757,2679,1542,4603,4574,1940,2758,833,268,1175,1821,2237,4972,4198,687,4319
22406,4718,4986,802,3241,290,2629,1213,2740,4279,750,3542,4359,4728,819,700,1088,1121,218,1107,3943,2162,782
22407,4604,2269,2143,2878,3000,1373,4506,4047,2778,1712,4824,3663,3099,3135,3944,719,1060,3380,916,2942,2693,615
22408,825,3456,2115,337,375,980,4926,787,4151,2496,1637,1050,854,4518,3389,75,194,3044,4690,3547,928,433
22409,2452,2298,4910,3178,1459,4491,4791,1079,1362,131,3067,1702,3241,3141,3922,817,1058,2863,1628,1436,2836,1537
22410,1343,1423,1041,307,3832,3975,3413,4173,471,523,2957,3096,3414,1314,4422,1162,3400,971,2611,4540,4401,2651
22411,4523,1910,3183,1283,2499,2462,2032,178,21,4378,10,3670,2046,1653,2138,2563,4967,1800,935,3419,4667,1786
22412,141,2664,1068,4343,3547,3491,4045,3372,3115,2066,56,2665,1937,2864,1176,1927,1779,267,2614,4971,1857,3932
22413,1307,880,764,30,1255,2410,2712,2532,206,1953,2912,4773,3768,520,1683,2555,604,956,2777,881,3742,216
22414,604,652,4889,3807,4566,1202,1602,2644,4071,4264,2123,4263,4901,1800,20,2006,365,3729,1343,58,1812,2392
22415,4015,411,4814,744,2049,2776,24,2176,193,441,3054,3323,1834,4497,630,2782,743,1010,2363,534,2146,3663
22416,1106,1138,770,3778,350,957,1656,2897,3789,1312,4654,4002,1598,4055,4775,3915,2640,1743,962,149,809,1649
22417,4651,826,3890,776,1514,4284,3429,2458,3677,4360,869,3472,4474,2671,1044,1981,312,2145,1573,2845,1427,4641
22418,1060,905,3467,1407,534,3899,488,3674,1336,1718,474,2145,3595,1260,2510,2013,852,883,4573,905,3469,4644
22419,618,431,1206,4138,3843,4308,982,2240,4000,2478,3847,17,767,501,2419,507,1336,3825,665,2801,4087,877
22420,4355,4340,1697,834,2477,596,1868,2183,1517,1084,660,2658,1561,2264,202,4688,2048,1070,3130,2037,3847,2916
22421,2335,3185,39,4603,3861,765,4242,2954,4919,2823,2936,48,2528,105,2260,2884,4347,321,3014,3818,2551,1642
22422,3080,2415,2214,4233,1810,2739,4080,2767,583,2733,1034,4709,63,1032,709,4657,1622,2245,4624,2365,474,3008
22423,2055,2458,2984,610,2448,3596,1791,4464,2850,4674,1353,180,2642,835,4,2286,3019,2268,2470,765,4173,3873
22424,1666,3110,3207,2329,710,2142,4650,4400,898,1275,4600,153,3807,4788,817,906,2853,4250,3930,496,2189,3889
22425,773,881,3183,1570,2216,4838,2203,2806,3282,462,2729,1527,3843,78,2452,4764,4621,1576,900,2801,2059,1369
22426,2796,2544,3090,829,4988,4078,4234,4448,1628,2140,154,1322,158,4031,2061,2664,3893,1299,587,1106,1411,2539
22427,2189,4500,3225,4608,1915,3948,3385,382,668,3328,4372,1938,4895,2692,3894,1736,4794,2060,2881,4252,1359,4201
22428,3534,3863,3858,1224,4490,1250,4871,3840,785,2788,3281,862,2251,4137,1232,1118,2919,2673,2404,4425,809,1975
22429,949,650,4207,534,1493,742,302,1181,3916,3606,3560,2210,2545,639,1150,1492,1905,4815,3885,3229,1545,1798
22430,395,1575,4036,900,2807,4699,2840,715,3314,4972,2018,1063,1712,2805,1356,2125,2743,938,4606,4543,2835,1863
22431,3943,4579,2785,1488,2299,4994,729,2427,4675,3368,4631,128,1999,1628,4957,4075,1923,4643,4517,4377,2873,2907
22432,2904,2341,4798,109,4905,396,4002,3355,2354,2759,3120,2224,3149,1468,1920,4057,1072,92,2148,2876,179,4696
22433,3915,4140,4135,623,4081,4591,2140,541,3577,1229,2422,82,4409,2946,1093,896,4606,1134,600,2183,2068,4923
22434,1409,1282,4816,3396,1554,1776,4694,871,1256,1687,2111,2386,327,1204,125,4287,3930,1025,3715,3297,604,3461
22435,368,265,3879,526,3504,3688,416,1014,1155,1613,1135,3776,538,2000,139,1977,2699,3416,1599,166,4519,2850
22436,1056,212,1298,4511,3702,3338,3639,696,4816,2423,4186,909,3973,4263,340,1805,1417,482,4595,1201,377,4584
22437,2188,137,239,1254,3260,2441,61,3154,2710,1240,4253,3720,4621,2622,2274,4178,2138,2340,978,1712,1941,1046
22438,3084,2073,396,4278,1005,1072,209,2112,1776,468,3344,802,1541,2829,4469,385,2605,1416,4468,4434,2790,924
22439,1983,4398,2867,3757,420,763,914,3128,4099,2071,1097,2202,3604,4832,1776,431,2220,4163,2084,2454,4095,3202
22440,4587,1586,2837,2664,1671,4029,3631,233,4459,1232,27,2797,725,726,4699,540,3343,297,3651,4499,4222,660
22441,4506,631,934,964,1104,565,651,2986,2964,2704,402,3225,1976,4589,3162,3317,635,1679,1480,3423,2002,1853
22442,1320,2423,1210,2049,80,751,1105,2342,4304,4735,1387,2274,1099,2398,1223,1818,2996,2954,1430,3753,4760,3931
22443,3712,1318,884,4096,4175,973,4791,700,4549,4312,2814,2240,3009,3206,4324,2960,1666,1756,1107,4116,4206,405
22444,506,1651,3620,219,4927,1321,1494,587,2255,779,4840,3328,3306,1783,1517,1528,1468,209,1954,4556,993,1827
22445,3911,1768,1190,3363,2303,4128,3253,541,885,2420,1440,4425,4401,4350,1484,4587,473,3668,4027,810,4900,4959
22446,448,536,874,4308,593,848,184,86,315,4433,2014,2884,3580,1694,685,2334,2521,2731,8,4637,3289,3369
22447,4015,3248,4294,806,2277,4984,2789,1601,1118,4269,2166,4406,4710,3353,4083,3280,965,1399,1094,562,4569,2736
22448,1227,1947,1144,3696,4736,3575,1036,2361,925,3924,4537,2739,3141,3301,975,338,3092,1139,1905,1650,4139,1684
22449,1412,581,2091,4804,1002,2813,961,1998,37,1095,190,343,1353,1212,2843,1024,1438,2906,631,406,3078,670
22450,1497,1465,3473,2534,1614,4553,876,298,3360,4868,1059,1916,1,4695,470,3043,3378,3581,1504,239,2354,1017
22451,3993,2655,775,2759,4915,1778,358,2795,4946,3727,211,1205,3510,4706,2474,2216,2567,699,402,294,3293,3529
22452,1937,1949,3942,2762,74,905,1890,2634,3848,1154,4694,2993,3200,2977,2067,1022,3328,3138,3723,530,562,1587
22453,3439,2381,601,2085,2235,4116,4802,4104,4158,408,3762,415,1328,1673,1983,1530,4445,2948,3823,4725,4454,3051
22454,4861,680,2149,369,984,4012,4177,2752,499,3722,966,3089,2641,755,1087,4329,1963,2866,214,253,493,2169
22455,3536,435,3525,3328,3507,2723,557,4535,376,233,704,4483,1261,4963,1551,1628,2934,1532,3904,1465,4480,4844
22456,1699,2144,2089,1275,1611,4553,2989,1104,3114,2829,3766,3017,304,3213,3742,1635,2751,475,4772,3793,3310,3223
22457,176,1364,4612,1055,1774,632,1677,1239,2737,509,3672,2272,2575,2765,1712,4768,4310,3637,349,2446,3375,285
22458,627,1720,4108,660,2882,2432,3887,1662,2230,3253,4105,2353,1941,3644,447,2269,2838,411,4721,4337,2998,1230
22459,3341,800,805,1256,963,4600,2013,3489,712,295,1976,4026,701,4138,3542,3282,1929,1515,201,2128,533,3579
22460,3945,518,907,1495,4158,4786,825,1445,4143,2653,542,3939,572,1696,4782,4178,4537,89,3272,1095,3327,3469
22461,1569,2284,202,660,840,4695,1433,3260,4653,3799,4118,704,2480,4174,59,2963,2956,4818,2224,4162,2831,2353
22462,1439,4660,3059,2850,2348,2934,2356,2252,4408,3326,870,3716,363,1228,2443,3989,3461,1594,1475,2404,3786,3039
22463,479,1883,1158,817,1493,4572,4328,2416,1912,4825,4364,1599,3739,3250,99,4108,1977,3710,1888,773,4817,1475
22464,3788,2215,3493,4186,4089,4922,3410,1036,817,896,409,2881,3868,2990,4977,3550,1895,3624,4385,1647,1148,3815
22465,4543,4158,188,2926,4106,3644,621,2235,947,3540,1317,3440,2281,3663,2817,2131,838,3855,2252,2374,899,2369
22466,3591,515,3953,1792,1276,3420,4785,287,2649,315,1466,3984,2329,443,4202,1309,2357,2015,999,4297,2090,2196
22467,1455,291,1476,1250,2695,1099,2444,3575,504,2363,1268,3682,2248,440,2146,2130,1265,2127,3206,3515,4598,3431
22468,460,3953,1070,2755,4075,2700,3718,2035,4188,2748,1766,1733,1367,1750,4318,414,1986,2574,1837,4297,4692,3908
22469,2932,4230,4042,3510,4672,4926,2208,3070,2196,4308,4965,4140,1303,495,897,2013,177,2932,1927,3230,2053,3902
22470,4231,912,1055,4693,2117,3229,3690,1200,3457,3024,315,2889,4569,4617,2272,2837,2157,4025,1073,2528,1539,4043
